Algorithm,Ciphertext,PlaintextLen,KeyLen,BlockSize,IVLen,Mode,Entropy,HexRatio,ByteMean,ByteStd
Diffie-Hellman,5DD7AA94179FDC8F695ED300E7F4572FBDF45877543A1A3E0DE62E6C11D7E122F718CB6743095B738E9FBE072410AD4EEAAF05EFCD111DC8523622B6A2CC9550DAB206DF60CD69B02EABEC5424D739076FC9515AA65DAF574ECACCC35134E1225D46C84ECF4D6A6A67A7CA4CCCB5403A83E1CC1D3BA51D026278BB5518BB385FB349F867D4A6ECCAD9E20915FE7A35586680A86B5BF1327230741FD0A66E25B8DD122DC712291411EC9BF07845FB8B98C88B4DA9D9DAE2CAE2E17758D60C71CDAC73FA85595C437036EA0A293E563102B2257FF0C834EA96FC20AAF0739F964B41420131E264C8B5A83FEE0FEC5ADCA5EBFE1BF7905F24B8B520E123567DE360,32,2048,0,0,KeyExchange,3.9861128907436165,1.0,127.62890625,75.58815595500866
AES,7F47AF57C25DB85FF0C0C4A99943A656A5F40FA11D0737F29CEC8FFFD6B21CC6A05525786F696C7BC6A8E14AB159AB9B8620AC58634A860513C4D06C9ECAD06C,32,16,16,16,CBC,3.8827091586000275,1.0,135.5,65.53505741204474
DES,2284F32CCD15F03B4DFB32C02FA600D45B8B2B0BDADE951241EE5AF3980E7DCECCC242A543F4766CB1D5B36B74AEE236,32,8,8,8,CBC,3.8978641643540155,1.0,133.52083333333334,77.3280322132422
3DES,A836F8B5A1E6AEB7E551DB2BBF6AD08F5F5565AC786A3597BB1DE791FC7D75F058E3F9DB7E3A6949C6515DD7D447C7A0,32,24,8,8,CBC,3.8413138413638825,1.0,150.04166666666666,63.930612885290635
Blowfish,C318852FC931AD62A18B48028DABC057CD8220649B7AB096CEF35E8B92677B71C5FAFC0990B561A46604857DDBF54D29,32,16,8,8,CBC,3.938899577128718,1.0,132.54166666666666,65.73525130315461
RSA,156EE4D154DDF66DEE0C56E0C4D87A3670344F39FC8B849FE8B515E75A7F02E68C9B892C67223AFCE8C1DB2C1E4A9659C2BFCD4C551E55C52912860C1A71BE94208BA249EDE54DF35C9AC8F658F4D6831F298E149407451825AF6D8C1B56C5A58DC6547891BB98630ECD2D699DC6B105B74D5BA348F50E05FFD76A9460B8D61A44974B0D352D8CEA1D42EE701FF362B6FA7DC448B230F1848D70737E65045D3E58936B979D7BDB453201F593C66544B722A6C7A8CD8A07395301CD5B81A2FD7296A2E2B8B696B7B342DD0169D94B752171D41B3FCCF4BC7403D5D1DE414A8AE296B544334CB4E919ACAF478A35BAB3A09D83E27722DCB5F75A01F588886E0E5E,32,2048,0,0,Asymmetric,3.981952848908848,1.0,128.60546875,72.49097875834464
ECC,E204E3BF69164BDD3DE68D5F15A45F6BBDA8269E24B9CFD4AA3FF337B1A15F3E3D6A4F4DE3B44D466F4880B6AD634EDEF36AF7D01CA086D938790170AEC1BF21,32,256,0,0,Asymmetric,3.8681240380711293,1.0,130.78125,69.36147813042554
Diffie-Hellman,765B0A844AB8B52E1E89AAAA8699E888DD71DA80661E90D83F6CBC526866CA39C3F7085D0D0CD053C0D1936EB8CE2F5EFA601EF605B8D58B1DD0E34270805233CFBE7CAC404122F41861675968CB279A9B1147F2377789F43113B4F5B0EE5D3F0AEE3CD9CCAA6654283359DB351EDECCC6008283A31B9A101E1F67B078FEF4660666FBB685783E40A6273A582A0FEF62166E24C6C5370BF6A92F1630960E813F72624C3D8335667E4A037780F6A6EDAC85740FA944924766F5D7AA71137D6E9341AD00BE63D083692240ADE740FE776DF7DC9E84AF93903D79AB3BE471C4601CE4D82C4B554384718128F56D5B3A19BCBEF693F395F7424DF1A5ED8B3301C9DE,32,2048,0,0,KeyExchange,3.979276980480266,1.0,124.65625,72.26680573359735
AES,1B3C6C524CEDEA99FBC2C5A29E8E1A07FFF6107BFE7DF65F1648E1C6658DAFD910EBFEC01C530C9D5243220C7FC449FEA428D39EC5EFBB2575F70DB5FF6AB069,32,16,16,16,CBC,3.9161856904808374,1.0,138.75,80.86833434664028
DES,95E94B4B748ABE1CA80C255CD46ED9A81095529F14EF4744BA5EAEFD1C60DD40981C68728D9B1AFC0011CE60785930B0,32,8,8,8,CBC,3.8875791636511687,1.0,118.0,71.43761847467574
3DES,FDA17A117ED429A9EA0D8A5EAA91E4D1ED5A6BFC65868A80120834A116B9D2E6350BC69690F17EB341A15FB60862F4D4,32,24,8,8,CBC,3.87332098012998,1.0,136.91666666666666,74.45407794219348
Blowfish,0BD11B827E229C2B00AF123963EFD58803D4DBB91615A474C785176C8E5897567827102FA06C626059708247D84B57A9,32,16,8,8,CBC,3.900213773616335,1.0,107.875,66.51241268866035
RSA,666090C7570A916E76942A00C1DAEFBCB3EC7407CD90780796E5C539B8E5538902D15F1782F4BDD8D11A778E86E2581F476FC98778508738110559A4C2654779ADF5D00588B2D49E6BBEA61A91EE04296D81091109A07FB69898F66BCC8F2D18FE1A8A5B111C1281536B9B70186A17C0DAAFC8B71BDFE06B911729A1F285BDB585C09D1186FF53B6D0B94F9DDC32B390D1F90CC3091B0CAA018B3DA5C03D6939B55B32AC7A36B53BC9A12247A9D1CFFD8D956F1610CBE3114378F3879F432AB931638DD3B56A240CC075D98236646962311D9D40F0A98FC21EB97D894820AE69F05621B3A2A382B4E45AF76E7F27FBDBCA80B475E567758AC984379F91B7C8E4,32,2048,0,0,Asymmetric,3.9671611495519157,1.0,128.93359375,70.80292496754609
ECC,48AFE7D6A8D84134E4212B5F0524607C7C9BE80C598A453C1D6957349298DFAC963D812FA8EB25FD8326740EBCDCB3692069A52DB4757AE58C1B778C3FCAD02F,32,256,0,0,Asymmetric,3.96996298394231,1.0,120.46875,68.96579060256977
Diffie-Hellman,C94C2A2638A5908C45C6872A3A59BA27CFB8B5959CC946F3957D4C743F1B8597A65B158CAF03B48C454F30C2D38C506587F8A22A878FE22B9BB1AA9C3C3038AF93DB0CA194ED6360C86D8277E4F18FA77592B8277FEDC0AD61284C931B2EA7869752060EB088C95577EDD368E085AE50D1DEB186689A1ACA807AB7DB8A30D994DFF61B48B8110F465EBB29D4EC487F4594E0AE9214F596D0F9AA9EDFD9558CB70DDB7E8A2B83A394E400BA0C3429B79E3B2EF1472BF91326CF90360B23AD2ECB0ECF9D67C27B25E31921EF6EB0F8A429C9986D8B530CE62371F9CE74516603C6659128A7C7ECA86184763447CFC70A60C9A5B32971D0643B72DEC3A2D4DECD2F,32,2048,0,0,KeyExchange,3.9853180483294985,1.0,131.12890625,69.14784732317204
AES,3A3B456797E15AF3B2147F8A00F52C798F9FE30CB40D1D1A045E968A6138C9477AE2DDCA5196AF37D50192CBB0E7C152186AB57E8ADF01C39C1DCF468EAE99D5,32,16,16,16,CBC,3.9659633906714014,1.0,126.34375,72.76014077733426
DES,6F514434C36A561FFE5A5BC81444C661F712423D2C6F971DE47AEF5EBFCCB640D27EF75628221575B38AFF6C2C433A61,32,8,8,8,CBC,3.799478658966205,1.0,117.20833333333333,71.68186612076694
3DES,BA49C3D446205555C3CF07D37444D99F8241CEDB4F152EC1A8E56804DF44DA451D7FBB1567190A72F0A4CDB1F45A9D1D,32,24,8,8,CBC,3.843496654469915,1.0,126.70833333333333,75.26507554784106
Blowfish,58D6A33D6933E916B2C51DC6A07D0B58CF360E0786D3F50BAF0DD3DF62E9887BCE6654BC1A43D65240E245063109D56A,32,16,8,8,CBC,3.8755815542853576,1.0,119.35416666666667,77.89589462420696
RSA,8B8956B9FE5D3980581C9C3AE78609DE7A075C17B80CFC4809ADA88C418A422790933A43BD50CD56F5F7CB8A8EDA45CB9CDC4B69B21FCF8ACE8DFC07E767EBE2A13BABB16235CCF347AA206934ABF5A98220637E46D20816263E936FA66C2C54B510AEEE31592CCB1618503CED9749C3C95A3D283CEC27BF998126A58B630154F06FD0B58FA4D3769A6D6B2892C8BE3A772CDB897D2653FA14B131FD556AFBEC694694B47C24EFF63E62D4F1D40DC34B7265E7B357B0F0BFA513094F006E850169CA26792616008EA2781648C6E201CCAB6E261C1C72CB8DD59778B7F25212A8B0474D09DFA68D1C8BECA14B945A903681F1E248C43DFB482B557CD965B05678,32,2048,0,0,Asymmetric,3.9856118799929123,1.0,125.79296875,72.20873679349005
ECC,AC7BC9A362BEA9060ABF7F08E9AFB24EB2AAA864A4F708F1175E1B443843D603F9A09FC36FB533E4E8B3A6BC511B029014D1C2D92EB305BD72F3458F8FD8D781,32,256,0,0,Asymmetric,3.94814561772223,1.0,134.90625,75.3086811791144
Diffie-Hellman,6C896A616FEA7D946DC838C2AFB7F61F8F2EF3B76BF37103DAB327C01366E38A9504137F6FEE7B27228DF91DF6DCA6F7172268B2D0D60A97987296728A79E1903E0C2577EE9ABBEE8E756A0885CA72969A484D5A62AC74B14DEC3EAD3E4049FCD9F25D45147059DC3BEF9121BB9FF67AAC13F66CC86248FA975DE196738F798855D6CA05EE3F3421DC64F08912BE0504C1FF34A90A5BEB206EE2DD5C39C7A70E70B72DEB01FCA2A60E3E6100D436F88C1168DA50F25F97311247FEB6F3C3BF531E84962095D0B063F15992AD9BFBA9658CE842CFE507DA27D68A0887095E1BCCD4132EF1E60F28F68595AF5A20FB18F9201E5BB95552E90CBBEA9CC3101F218E,32,2048,0,0,KeyExchange,3.9818882853266055,1.0,130.74609375,76.68458368776746
AES,7A1B34A9A9873209B48C03BA964717E304DD919AC17845400E13FB29BF8E370C7733A724D6EC54EDC0C4C77E7BBAAFF1DD5DB71DB4D66DF7F156029F291877B9,32,16,16,16,CBC,3.9136866082428194,1.0,126.921875,76.524363907741
DES,2FAFAB2D34CA00A85F2CA052EB98B760C25DDE8E70E733E158EC306C6619B98CFF5CD4E4F8DE2542BE4407A73B23DB56,32,8,8,8,CBC,3.937378320433735,1.0,131.25,74.45034698822207
3DES,30D90FBB7178608DB8B10182E21985464A6F9C6F0F01AD402F43FFE2F2121309F6A478CF22589D22BAC797EC137019F6,32,24,8,8,CBC,3.870083686675917,1.0,118.64583333333333,78.856538933933
Blowfish,4B0A4DBBC83B41C9CAEFB96CCABE5BC35B9A365CDBB11D67E537A44E902CEB73BD2FC93676A8DB97D9A6EF4B95EE171A,32,16,8,8,CBC,3.8208444028622077,1.0,136.4375,69.7477318179595
RSA,856111E36557E3BF99E5132FFDDE7470F8401AC9FF5CAEAA7E7E9816D832B88F3D800DF4B5D63567200F15DB880FC835AC3D1F5DDB6C37D924125B6E8DECBD16E0F028C5796167CD036E57BBA2330E1B3695C63C689B72A3A93A5C0830BAD10FB8ED4065923FC95FFC161BE54CE380AC03A927A0C6303E89CAAC6209648A50BAD3C8F72881ADC1770BD3D6B0BF70A5636C259C72369E99248079521087977B3B21224D2DEBF11D774832E5D47411E991CD6B2A86B09EA0F4AB6F6A98E1E90E77C632301A79272357E70F225FAF14F80AF163B33AC38FA7D88CB53493C99E43A6E6EB5068FFC53623D37F3AD16DF7973C1B43DF3C11795B1EE006283D9E7B11DA,32,2048,0,0,Asymmetric,3.977345234748204,1.0,123.80859375,73.58486865448263
ECC,349B54E6424B675AD02FDEFEF7DDDE464B703C53BF71573F452A35CE6CF7618E49C5D959CBE9A913B481422C622579E7EF979C3F04AD1D7042B5EAB956071231,32,256,0,0,Asymmetric,3.9197760403008926,1.0,124.265625,72.83977325856647
Diffie-Hellman,C59437CC37798F1C762FA543E5F1403F4874F8085D2391D2882536D234C237B71DC118D223F48EDDD92002FF1A755B11A8F173D7C6A9A9A7AD35ED8E39DFFD5FD54FF748435535FBF7CFF8DEA748AEFD83DF3A3FD67ADCF77CEAE9A671C9D20FDDE7C0CD7D6635D27BFEF9B46A85CF9687D0072553D3FE15532A5B606630030F3A17376EAB144ACE6A34EFB0C33BEB4D7EA93EF2DDD7507A6128DBA49C156953691DCAE47406CB05968DA870436F2496ED9C5484144868747649F33BC06090E4D2A94899DDC3C1C676CF6752F3F74098381E59593CBFDE9E1F27D5CCD929AC84D40010BCFDFEFDB5F4DB8FD87BD179850CE374794102AD59E536954D74593586,32,2048,0,0,KeyExchange,3.953800767207259,1.0,135.3671875,75.00347607504497
AES,9643B674A044E8013E055AC0CFC59041A8798F24B94DA24986BFFA7F3822C478113B13A65C0AC2CF967BE61AC96ACB82A637A60C8F2EB0F351BA2F860B07CDAF,32,16,16,16,CBC,3.909212028762051,1.0,121.828125,70.31037323172431
DES,CC46242A9FFB983AFB40712E09B74226452A3C17454C72DBAB16A4459E06F6F4B20A1685095F0C742296C5C42FF89177,32,8,8,8,CBC,3.8132660046254783,1.0,108.4375,76.6873811463355
3DES,8C48214C950008D092ABE7112A6E1D491313640FD13B5D19416E5583C6B347ED6A7BA2EF62C02D6289692F880DFBDE05,32,24,8,8,CBC,3.9360672569103357,1.0,106.22916666666667,72.32888991248394
Blowfish,89957DA05E7974B06EE6D16C914FEAC7BDFF7C5879095D261CB3F920410747DC2052EDFBBDA56080C8487F5D4A88161E,32,16,8,8,CBC,3.9167117832566882,1.0,126.95833333333333,69.4346090257269
RSA,2A628736FB1CEBDAFF3A1E04FC9CF1D7017AC4729F656575E4C8EAC8CB3E92353CD9000669A8386A78821FEEBC6DB116331A70C64A3F62A501FB3BE13BF97E23C7E5F3715867447D2C1A2550E6553B4B8976E53B789AC96FAE03EE07BA0813DF1A3D6B5934120B572389B8CBA412CE09439E2036E13727A4EFE6561AEA0DAD5B1D1B49E198C62AA7B9BADCDB2EC60848C1885D0F273C0D9C4EF94ECD5EAEAC5B99560E64429A49D9E38FC7F2FA7EFE6FA4A66743026697534632ED886AD0BBF4382C143A638C67B0502DF6B3D994316E4B605299D5D078C5AFD91D4A1B0C8DF6C94D6D9846C5C187CE1E152E9A687AFB4F73326C90E785007A496B32D0C00419,32,2048,0,0,Asymmetric,3.9891142468588,1.0,121.2734375,75.03423331675745
ECC,B066427CFD208654782D2ECB5C15EE8FC1B74B81F685B46742544B8A4714B6F39A4CBD008E7E3FA5C4967F2F8B0C53389DF3A6C7754D18CF1350F77298BA98A4,32,256,0,0,Asymmetric,3.928158343998214,1.0,125.453125,66.2747429473278
Diffie-Hellman,B8761D457B84009AF39D2C13DB9FD792FBFEDFE7247E3AB269EB1260C7E6E9E31835240B0C79FFB194B5C0B95AD5DA889DE7E531E06A8D401CE9AD650FEF267B77B0BA05FD171932A44CA22D47727647C21457DF2DCD615CF4307CFC6F799E9A5DB5156A39360532C71140CA94D239C11B8CC514C85BF1ECF984078AC7B18EF285C7DA0AE99C80E9950D6F7280C2ED0D5429D16F0A46EA091E87BBE26B06E140C0D6CFB3BD783CDB5069656878CAD970119093984A3A43DD69BA2DC91C63A37914550CD227B9640F9B47CB386026C03D16647963B0E392F0B8B17C8EF74C9CE6FE66A995CEC388FED6DC7899A76057744DC80032D4A6BDC196803000238286AE,32,2048,0,0,KeyExchange,3.9767460022237646,1.0,131.39453125,73.86672839542018
AES,B8D9C86045A8244F12906164269B032CF27E2F06CE5F4AB0C5BCB71C71B461447A9C0370BAC8469DC81BC3A7F076803A0B7B437F2794CB705730B378BB1D8E17,32,16,16,16,CBC,3.8666011534187383,1.0,116.53125,66.30869304576512
DES,8F37D602FB3476518B52B09D20C1A9F52B2E236547809383129C4436FDA80A4155B95CE0B3700B0CA539B6D690C71ACF,32,8,8,8,CBC,3.926632889127877,1.0,118.6875,72.2222138755337
3DES,E2A1862D071E81369FE9D91ECC7736BDF78E48320A67AEF80EAE12A8D55A76A4A7396BAF946A21FC988596C0EB5877BF,32,24,8,8,CBC,3.899099808768308,1.0,131.27083333333334,70.95883183911796
Blowfish,CDE4B2414493DFAB5B8A5452F2232C449BC319D829FED95E6A391326D8F4BBCA02FB6AB9E1566A5C5E75EB2888F324EC,32,16,8,8,CBC,3.8521598355737603,1.0,135.9375,77.10447626705383
RSA,143496FCF488B010B643BADC64F2A1DB875AF1E135A48E37713B96E082038BDE3145D912D387D7C3F3C7F6D30F1FC330CB15DC69D94C15C1E153B5B9DFD7ACC443BD4417BF7F3F304167D6CAA343AE71CC4C17E6C75C2942F67A5D93D981520A70BD5D35559B2142522C11D1414BC7E75DD6DF2B797A629661CC80EEF6B8B4783EDFD6808B8D43D15F2C55462BEE57E18732FBCA550125CAA30C6C0EFA758F7A3308BA04A75FB1CF91612723196BC94FF7BA4E503B0DCD2364FB6BF9A9DF882C0CFD97E89442281F7A14578972DC0C813E370D4A8F39F25B1C0122CD56DBF4429319B9BB98C2A7B2257366367573CF66F53C81D8184FD9B347B523AF736476CA,32,2048,0,0,Asymmetric,3.9686026583475034,1.0,128.18359375,73.50803450701808
ECC,449221782C46571837D51ECE7F31BEFC6EE813C5C06D49894411D55892A5B2C6A14C6E039C1D36F9AC761ED1350BA2A3DB9D67384BD0C9EE19F0963A8FE8C805,32,256,0,0,Asymmetric,3.9503264397145688,1.0,123.78125,73.89592951196636
Diffie-Hellman,21445FF197F0C4C90FE66890E4A4ECDCF7D93FD8092ACC2444DC270BBDFED724DC87D2A4F81E6127EE31C8AE99AE476145BC315423743AB38264C0AC7330A9F972C1F95C3462695A7251ECCA94D5BE9E9A0397B6D13CA7ECEB725A806D1E428D6CF5ACEC94A59AD9992B867DFC28D159DA76CC96A461A4BB974241EA9065DAA19781AB81005CDDCE9A2DD297491C8B082EDE068CFF1FD95F228996E7D7EFA950BA5228F8F90FB1B519991F5145C2BE4E1C4DBD1E5369EE773019D8B4576D4AC7CCF7F3C47928328C301AD1E29C1A537E58DB5497DF9CA8C1CF979562CECCD7D4E2397F0A01A48AF2267DA8BC3D0C674B89E32FDCA05B25040968D3CFC4633C59,32,2048,0,0,KeyExchange,3.9605997872301,1.0,135.5625,72.33761448064209
AES,7D986E0ED325FAA6C5117B0B0550FB5B4E90E6864A7C42E501D1E71368F24F7AEAD433150C96B2CAF3D2C4B489A7B4ADDD75DA68E4DC99114CD6EBD9007D9274,32,16,16,16,CBC,3.9510394916030602,1.0,138.734375,77.10569900052379
DES,035EA099AEF824DEE0719DF6B4CCFD03BFB433CF77BACFDEBF8FFA4645623B7DBB57463163B68BAE1E708C63DA89392B,32,8,8,8,CBC,3.906236551124034,1.0,138.77083333333334,69.46589078561426
3DES,0DAE4F4423F2D82072E2C81804CD09C37770ABCFACFB2BA0D77A4A136726206C19F7EC255C3C4CA7F491E5D9C99C65E6,32,24,8,8,CBC,3.89339062744911,1.0,130.10416666666666,79.57523682636591
Blowfish,F60A6DE983E4A20B15D6C2EAA61F24F5A791CD8DB37D2B4DA546FE1E275BB285A4B6E7F9EDC2CCBA0A4A8CE37824D7A7,32,16,8,8,CBC,3.906615260026628,1.0,144.77083333333334,76.32775805239896
RSA,6BAECA62740985302E81DADA50E442A742F89E5FDF40B03ABE1954D497BE524432E57E270D7EEDD60DE01FD80AB9524A7255C82507430ED72819A39711655505020E24939571157E933BFFCD49A7F2E5ABF2F6C8F658B19F0A40E76736E98D52E4C984EBFDE1E685EF78BF4664E79EA24EB1F95126433671D5B76304FF2A7EC982E71774DDD1BDDA89E9442B1639CD866EE8BB76D0944245E5DA6CEAAF355C5CF8343C8AE05B8014D5B35305FAF5167DE0D58DA07E3C702FEBC0DD71C55877D48DAAA785482BED6DB1A71ED24C039CB9FF9E50437B6349AF419AF07B98FA2356EA4672CEFCD8A71951ABBF313290139DE40C16A801CFDFFB7230E2E423749C93,32,2048,0,0,Asymmetric,3.9762082463048225,1.0,133.98828125,75.16603924925737
ECC,3145BAD06E6319A785F00A5B1316B98DA1BF2E2AF7921E17C789A66B4087046D4F5FC8B1F2667F03D264791A4D135763ED0E6B7AE1FD6EA85DBEC9581019C088,32,256,0,0,Asymmetric,3.9439474547788405,1.0,117.21875,71.576110878124
Diffie-Hellman,699C0983B3A09ADB0F19A711081929E295774F3E73B7C6FD737DF8D22C32CB15126736CD19BCDB4925DE6D7466B8E125DECCF65466CED720AE1C8A54046EE749E544D2D5B1BF81E2A794252B4072ECCB07C33C80B5AA2BEF0A0238C7E8825DBC976B70CD0739B18EDB3E4E4258E4CF40C7BF8528584810A7C40255B9F2324F28AB5EF04BDFC317A5E8D3734FCA5F6CF62BC7508FF4C512740B9F431FD2AF6DEAB38B2D6B64E336D24531C8BA6E2962751D1F8CED263D9A2A73B1A575BE024D8574F3B471B9D2030B846A01D7F37547016FA536A14794993F630AD0EEE4388FB27B4E645099485F08D6B36CAC755EB031CAC04E1C4F9652C9AE0BF73743DB7C1D,32,2048,0,0,KeyExchange,3.987964725696445,1.0,124.8515625,72.75285538251123
AES,2FB7D759D9F469DFE07E5A3845A79CDB7E23CC893951DD0D8878EBD28EB24D32D65F87793E003C294CF4E2D7E8F5E50B85F7B7D62300B448B8432CCE5E040FC6,32,16,16,16,CBC,3.864858644721813,1.0,133.34375,77.45285234216685
DES,80AE5BB837BD573C73FAAB52DCD7495017B6E1250C7572C5E845A7B4E64A94ABBC9B9877F39CFAA1E774AB385CF9F7FF,32,8,8,8,CBC,3.829185025095176,1.0,149.85416666666666,68.10958987278435
3DES,13D7284718A10B9713C603FB90CFE02C99C6ABE0388838B3E4A0D5E991DE0D8006CE0EFD8B6ED9F3405DC7B8AD628CB7,32,24,8,8,CBC,3.874361844480175,1.0,137.89583333333334,78.28746163534461
Blowfish,B73F28E898380E24C41DC880ED30C66323D9A470AF8CD5CD60D39E935BCC3A860EDF2C7ACCF367478B6A84040EEF3470,32,16,8,8,CBC,3.8335527123617568,1.0,126.9375,72.28773704497418
RSA,8940712CEB8D4416704323B5122299D99A50A7CBC706CB54BDA88DAAD23F36A14E7DC5CAC19C956936EB66D0CE790A803EA087C2B047FAE0D6541ADC7730878EC3F92E2A8F12081A5D3800A66690E7CF42084121AFA55D99384C7269B782845FBC512379FF9B5D4EBA4E352714669800A4788633C1B6B4BD213EFE13D0D41DD1BB69CCB42ABD72D7CB8D10F3110D9530D1AA461F8F9CCA00A87A9A938A9A67C452C8BB970050EC30DB1FCBEBD91D67E6D747B83D8122B4687E0426958F6D6657088A07F6FC550018F91A3E9958980D2DEE675CCF640C34D3F70D6376108FD9B8FD46C8CAB48C188E89A068745247161E68D5428FA0B923156FA1249A38FF2920,32,2048,0,0,Asymmetric,3.980150722114549,1.0,121.8515625,71.87897704689873
ECC,B55CEABE5A2A38F097FCB559B80AB2DEF53D935F9D10FFF8C26870E9759D0AE6E69762FCB70BEE1015B28E5B7C1B4C20F93925D6F91D9C7A937FAB61391CE837,32,256,0,0,Asymmetric,3.897259152005366,1.0,135.46875,78.76546847088196
Diffie-Hellman,B61A1F9EEF00C7717C0D5092BDF613840BAC2A70003BF3F161975C5591F7A0957C41660B3436E39B8D34EA7A792D74001924ED4F46E2A702CB721240CE8F4F878F1C5C21490F4BEE6B733EFDF8B139D447632C6AA8BBF663C23D07B21803C892784E33A080A89D6308E7FA83D935097C751BFC0B70B756F915CE54378FB96EDB92FAE0DFCEF81522F1C9DD1AE93AFD74ECBC7A8BE2F9724DC83ADD5D6A1E5B25B5A18B9ABCC87014C02C411D65E2FCF8117BE5E9E720B002292565523C9A8CD90F985C4DE3740ABF7DE4660F4A82FACA5B5C1A4F45E7A1F179F2551A9E2E361020C8FEED2FAAA1043AB9EE95F1C2C8F2A24AA8C38933E569DA039FAD259FD5EC,32,2048,0,0,KeyExchange,3.9866292724065993,1.0,128.44921875,77.70907634417391
AES,57BEE8B3F78BF0AF83B1940928AD161C5295114E7E1840AABA9A1260115D63B4AA04F19B24EE0031C11919880BEC1A964FDB8C681EC894853695ADF0E3CFB1E4,32,16,16,16,CBC,3.875610453893777,1.0,124.578125,76.50935496058227
DES,4DA82F8A267484DDB0EEEC3F3A4FD39CC42287BE7721D42BF96D013B3D51DBB59C6FAD114DA65468BD665F4279E38C19,32,8,8,8,CBC,3.9222038697764416,1.0,123.52083333333333,67.45430230389724
3DES,989A2C93433B0061F29654DE9586E85470581CF4B6756D091C0D7236BC1097CE9FBAB8B6A886F365233E7142E7075151,32,24,8,8,CBC,3.9365785508107596,1.0,118.9375,70.01023920649035
Blowfish,B97DEEB939BF0B9C1BF2A81CFDA83326960DF5E8D795F5D6A8AF75D04868ADC33721936C8108FA1A11DAD6B312B4DEAE,32,16,8,8,CBC,3.9029420917812487,1.0,141.16666666666666,78.88053555148373
RSA,49F90B16E4C5F8E8D03642526ED98D6F34CF72604EF3D29CE8409A8A866A1B3A5F362284CB313F92E5CE1BC83273CBAE74482EEC1B417302CA277FAA9286B70C81485150F21A1951EDFD8DD804FB0492A60D706EA3AFEF967EA9EEFFFAAF7BA19887094334D2D75564B1EF8E46402B9FEC93820C8DEEE5D13275FEA8A14EFB731641123D2906DF3BBF958C9490092AC7153F58E614950A7D10F3DE8D33496A79AB1C79C54D65E46EC42F8463C96087CDCF2C582CFABF8E2499E1DE0E0D051BB805E5759DB68AA92E3EBD723B9EE119CA160C733BBA055D61B13937885A0ED524082E736E0B40CE66E0BE358393D209E8D8219F1C587865F361DA44C2776E369B,32,2048,0,0,Asymmetric,3.986531856676882,1.0,123.234375,74.37862222009342
ECC,2ED5436BE9E38BDDE883297ABBA02AF999A290346257D34C6A289D616B4A08453E170AA5E4F957E3585ECDBFA6629A6485D10AF71599E65550B2218E6DE523DB,32,256,0,0,Asymmetric,3.8936297885218996,1.0,129.96875,71.52970727912634
Diffie-Hellman,33A056A51619225689265E573271AB6D703131275E2C3DC2691069F0115711BE9D42474D4E838B6B74778499D77773A2B43919595F8CE18F0F14375D40527A4841D5920C33C5243E8F7E6446D946BB934ED6B89473CBE5DFD9BB134D52B88DAC3C0B3D115AD5FCBCFF8A836BDFB1A4C839D141195D4D58A766686A0F44E5296D9EA82CB782F9EFBD57B3011DBCE652539EEC4166329EF38DE825329A6442A342BF0663BB86109651AE3734F5545F95E61FC4D4CB7C9F0585EED84390E52E78462E816DD2D61254BA36C511478344257F7027CE1F542E5885F1F6FEC99EF6F69D4696E04A95CB9328ED8C05759FEA306D01EEBC6EC7DD6FE3B5BAA3B72AAB3DA9,32,2048,0,0,KeyExchange,3.9722589969386144,1.0,123.3671875,69.2728269117108
AES,B7126636134AD0A617D84DB78A5703D6BC5D7C70D378463F43473ABC3E6FC4F1C612438DF16E55B85B370AC8831CA9FA3DBB1C9D45017124F9D3FEDC320BBB2E,32,16,16,16,CBC,3.9080036499689026,1.0,118.71875,74.90149129648555
DES,972738494210DF04DEB13EAF2999A0E18DE56F3B358F9BBD25C36EA04055ED2A9F30A0FD8B19F1E61AC98F28F100FB26,32,8,8,8,CBC,3.89339062744911,1.0,126.0,78.09476081445328
3DES,C6F6A3D030CAA8AE09904A3B07D2FE33BA65621ED11E822026C38FB75AC3E950A17BD3D6211A8B3DABA184A8F9C5EB7B,32,24,8,8,CBC,3.897354590028316,1.0,137.33333333333334,72.61121737644184
Blowfish,8838555CD7C58ADCA9D0149C0C89C0143A0B8E56165100D30FB78CAB6CB7301CBA7C196108092B0243A3877C028BE405,32,16,8,8,CBC,3.8013473815283554,1.0,102.02083333333333,72.79322587053612
RSA,2F203569637DD166EBA1CFA7953CBC9510E9956A531C941B97677BB6EDDBDC0FC224D677AB28E696B07D145638C5FB61792BAAE4D9258BFAE7C6242A0F27CFA0AA4ADE1B33A89C5D3309B5073C5C3395BE552067CDC68A383F4071C1F5E92C3A278D3743F1C81527F5A77BDDE8DD0340BAA5629632A24052B07FBBEABFD724F211F9755174ED0D27A993EFA8E9EA4367D756F4BCE853EC25D5F880DA435E5AF66CCABCEA0EC1DC6F2DAF01C98DF57331A827BB4F87278EA3099C54EC13CA799868DEAAFB64A308B742937971D180645A4622436495E090853C4F5F0CF3C7882B363730A13ED84220E6C932A085F9177D050A13D212256615BD70A05FC98C17ED,32,2048,0,0,Asymmetric,3.984728750956404,1.0,128.4453125,74.41997679909169
